sentence,difficulty
"A few weeks apart, Jean-Claude Kella, alias Le Diable, legendary figure of the French connection, and Antoine Cossu, known as L'Anguille, ace of heists and escapes, fell together in the Topaze affair, a international drug trafficking, published their first book, written in detention.",C1
"The basic operation is identical to other versions of Counter-Strike: players are divided into two teams, the terrorists and the anti-terrorists.",B2
We are going to walk by the sea and visit our friends.,B1
"I join the guards tomorrow, in the Cadets",B2
"Corsica is a small island in the south of France, in the Mediterranean Sea.",A2
"What do I serve you, ladies?",A1
It's a way of discovering a place while avoiding tourist places and respecting the natural environment.,B1
"However, there are no vegetable dishes on the menu.",B1
What are you doing for the holidays this year?,A1
"By the spring of 1621, half of these pilgrims died",B2
"Although the myth was reactivated in 1818, we cannot compare the Golem to a robot equipped with artificial intelligence!",C1
"Offered to my gaze at a moment when my heart needed love, my vanity needed success, Ellenore seemed to me a conquest worthy of me.",C2
And how does it work in your country?,A2
"This fuel, mainly composed of cellulose and plastic, is used to heat several installations, including the city spa.",B2
"A bilingual child is eminently favored by the non-existence of all the constraints, all the censorship which characterizes adults after the age of 13",C2
"Synthetic biology methods, which result in the artificial creation of biological systems or components by adding artificial DNA sequences to a minimal natural genetic ""framework"" or by assembling segments of artificial DNA to create a whole from scratch. functional system.",C2
"At ease with life, attractive, nonchalant, smiling, above pettiness and jealousy, impassioned in the face of hypocrisy, discourtesy, vulgarity of soul.",C2
"For better preservation, our chef transformed his vegetarian peppers and garlic into puree, mixing them with one to two spoons of oil",C1
It rained all night and the wind blew incessantly against the tiles of the city dwelling.,B2
This applies to employee participation plans set up by a company for its employees in the form of grants of shares or options.,C2
Will Carlos Ghosn be the last protagonist of his crazy escapade to remain beyond the reach of justice?,B2
This halter: The term halter is no longer widely used.,A2
"In twenty years, their number has increased from 4,500 to more than 30,000, according to the Tourism Directorate of the Ministry of Employment, which only lists guest houses certified by the main tourist organizations.",C1
"Many reports focus on these fathers, looking at them with a look of kindness, admiration and astonishment.",B2
We talked a lot about his mother who broke her wrist two months ago.,A2
"Despite Emma's explanations, from the recitative duet where Gilbert exposes his abominable maneuvers to his master Ashton, Charles, seeing the false engagement ring which must deceive Lucie, believed that it was a souvenir of love sent by Edgar.",C2
I don't like taking out the trash and I hate working in the garden.,A2
"Gutrie (Petty, 2000) cite the significant initiatives taken in this area by SKANDIA, RAMBOLL and DOW CHEMICALS for the publication of annual reports including the notion of intellectual capital",C2
He finds it strange that the artist left the concert before the end last Saturday evening.,B1
"André Gide, in The Caves of the Vatican, seeks to illustrate the possibility for a human being to carry out a free act, that is to say an act accomplished without reason, by the sole effect of his freedom",C2
