sentence,difficulty
Qui est absent ?,A1
"De même que le chrétien qui veut se libérer du corps pense constamment à son corps, de même ces philosophies, constamment en lutte contre l'empirique, sont enchaînées à l'empirique.",C2
"Il apprend alors tout ce qui touche à la « recherche », c'est-à-dire savoir trouver et identifier les passages piétons, les pistes cyclables et les rues, s'arrêter devant des portes ou des escaliers, savoir éviter les difficultés, monter dans les transports, etc.",B1
"Entre-temps, cette inflation a dynamisé les interactions et donné une nouvelle place à l’Europe vis-à-vis des autres groupes sociaux du Vieux Monde.",C1
Vous êtes américain et elle est anglaise.,A1
J'espère vous avoir près de moi pour une belle fête.,A1
"Quand tu as appelé à l'aide, ils sont venus nous aider",C2
"A cette vie désordonnée, Platon oppose une vie guidée par la raison, incarnée par la sagesse socratique.",C2
Elle fit semblant de ne pas l'entendre et continua d'avancer.,B1
"Quand vient le temps de payer, notre petit garçon se porte toujours volontaire.",A2
Un rêve d'enfant devenu réalité.,A1
"La Plateforme française du commerce équitable (PFCE), réseau de treize principales associations et entreprises françaises, a développé sa propre charte.",C1
Rien ne va plus : les primaires du Parti socialiste tournent au chaos.,B2
Dis-moi où me cacher.,A2
Il y a beaucoup de pièces,A2
Nous sommes en vacances avec des amis.,A1
"Le chancelier autrichien a annoncé qu'il ne souhaitait plus dépendre de l'Union européenne pour la production de vaccins et qu'il entamerait, avec le Premier ministre danois, des discussions avec Israël.",B2
Les changements géographiques apparaissent alors autant comme causes que conséquences de dynamiques historiques.,C1
Il a précisé qu'il n'avait pas prévu de le faire et a ajouté qu'il le regrettait.,B1
"Jaugeant l'intérêt croissant que suscite son histoire, l'homme de Barbès sirote une tasse de thé, affiche son sourire édenté et poursuit, d'une voix encore plus vive.",B2
"En allant à la campagne, nous aurions cueilli des baies.",B2
Nous avons passé du temps à Arcachon et j'ai fréquenté l'école locale : les principes démocratiques de mon grand-père l'exigeaient.,C1
C'est un fait inquiétant que l'on constate dans toutes les capitales européennes : les touristes séjournent de plus en plus dans des appartements loués sur des sites internet.,B1
"En analysant les données recueillies lors des tests d’évaluation dans les écoles primaires et secondaires, on constate qu’il n’y a aujourd’hui aucune différence de performance entre filles et garçons.",B2
"C'est pourquoi il décide de remplacer les habituelles portes automatiques par des portiers aux superbes livrées, qui donnent un caractère très luxueux à cet aéroport.",C2
Il savait se défendre et mentir lorsqu'on lui posait des questions embarrassantes.,B1
Nommez-les dans l’ordre.,A1
L'oiseau s'approcha de lui à très petits pas.,A2
"Loin d’une société oisive, il faut continuer à innover et aider les populations qui risquent de voir leur emploi disparaître en les formant à d’autres talents.",C2
Toutes ces fêtes ont le même objectif : remercier les mamans pour ce qu'elles font toute l'année !,A2
"Le dimanche, nous aimons nous promener en famille dans la forêt près de chez nous et jouer à des jeux.",A1
"Si quelque petit champ de cinquante pas de large interrompt de temps à autre les bouquets de châtaigniers et de cerisiers sauvages, l'œil satisfait y voit des plantes y pousser plus vigoureuses et plus heureuses qu'ailleurs.",C1
"Une heure plus tard, il donne à la tribu une chèvre sauvage qu'il vient de tuer.",A2
"Si vous pouviez rencontrer un artiste, qui aimeriez-vous rencontrer ?",B1
"Fondamentalement, il initie une politique progressiste",C1
Une enseignante au milieu du bruit des enfants : Nous allons les compter,A2
Elle a 38 ans,A1
"Lorsque des couches usagées provenant de maisons de retraite arrivent ici, elles sont jetées dans cette machine.",B2
"Par ailleurs, Elle, qui vit à Paris, nous explique que son quotidien est devenu très difficile à cause des locations saisonnières : ""Arrivées et départs à toute heure de la journée, fêtes toute la nuit, groupes de touristes qui envahissent le hall de l'immeuble avec leurs valises, on ne se sent plus chez soi.",B1
Que fais-tu dans le parc ?,A1
"Sa résistance avait exalté toutes mes sensations, toutes mes idées : je revenais des élans qui l'effrayaient à une soumission, à une tendresse, à une vénération idolâtre.",C1
"Mais, tout comme le brain uploading peut être considéré comme un archétype permettant de penser l’identité numérique, les rêveries des nanotechnologies moléculaires apparaissent comme l’horizon lointain de la recherche actuelle.",C2
"Quand j'étais petite, j'habitais à la campagne, je voulais être écrivain",A1
"Un lundi, Franck et Guillaume, qui travaillaient tous les dimanches comme figurants dans un autre restaurant de l'avenue, se sont rendus au chevet de leur grand-mère.",B2
"Il appartient à l'homme de ne pas se laisser intimider ou séduire par le pouvoir des robots jusqu'à perdre le sens de la spécificité des compétences purement humaines : l'apparent illogique propre à l'émotivité, à la sensibilité et à l'imagination symbolique rend ces facultés inimitables par des machines, même programmées pour simuler l’empathie.",C2
"L'entreprise a été fondée en 1931 par Ferdinand Porsche, puis reprise par son fils Ferry Porsche.",B2
Les journalistes ont fait la lumière sur l'affaire des déchets radioactifs.,B2
"Autant partager leurs compétences avec l'Allemagne, estime-t-elle, d'autant plus que la région manque cruellement d'enseignants.",B2
Le ventre est situé à la partie inférieure du tronc,B1
Ma sœur préfère aller à la plage pour lire et bronzer.,A1
"L'adjudant interrogea Fabrice, qui lui parla de son enthousiasme pour l'empereur avec un accent très soupçonneux ; sur quoi ce sous-officier lui demanda de le suivre chez le colonel, établi dans une ferme voisine.",C1
Mon père est italien et il est fleuriste,A1
Sois prudent!,A1
Je la considérais comme une créature céleste.,B2
"Avant Jack Kerouac, mais après François Villon, Lajos Kassák affronte les grands espaces, de Budapest à Paris en passant par l'Allemagne et la Belgique, et s'en souvient en 1927, lorsqu'il commence son autobiographie.",C2
Mais pas en proposant des portions microscopiques présentées de manière pompeuse.,B2
"Direction Petit Bourg, en Guadeloupe",C1
"Doux comme un agneau, ses mâchoires carrées lui donnèrent bientôt un profil de gardien.",B2
"Dans tous les cas, l'un des époux était belge, l'autre italien, marocain ou zaïrois.",B2
"Evoquant les conditions de concurrence au Sénat de ce projet de loi et des projets de loi relatifs à la limitation du cumul des mandats, il s'est prononcé contre le choix du Sénat de lier, par un marchandage choc, sa décision de rétablir un seuil de 3.500 habitants pour l'application aux conseillers municipaux de la limitation du cumul des mandats, avec celle, prise par l'Assemblée Nationale, dans le projet sur la parité, d'abaisser le seuil à 2.000 habitants à partir duquel les élections municipales auraient lieu à deux système de liste majoritaire à un tour.",C2
"Oncles, grands-parents, cousins, cette année toute la famille se retrouve pour fêter Noël comme il se doit",B2
Je viens d'être victime d'un nouveau virus Internet et je tiens à vous prévenir.,B1
Il faut savoir tout faire.,A1
"Ainsi, la patience inaltérable des professeurs de robots en Corée du Nord et au Japon convient aux enfants autistes, mais personne ne sait comment évolueront les autres enfants qui n’apprennent pas à gérer les humeurs d’un professeur humain.",C2
"Il grimpa sur le bras du fauteuil, mais en même temps Simon s'assit sur le fauteuil pour regarder la télévision.",A1
Cela signifie que la perfusion de fer n’a en principe aucune influence par rapport à la perfusion de placebo et qu’aucun des groupes de donneurs mentionnés n’a bénéficié d’une perfusion de fer.,C2
Foncez violemment dans un passage.,B1
L'homme à l'origine du scandale n'a pas caché son émotion.,B1
Et gageons que ces nouvelles technologies sauront créer un imaginaire tout aussi riche et fertile et ne seront pas seulement des technologies au service de notre réalité.,C2
"Nous y voyions des têtes de vieillards, sans expression et paisibles, et qui, blanchâtres de cheveux et de teint, ressemblaient à des médailles d'argent ternies par des vapeurs de plomb.",C1
"En prenant n'importe quelle configuration géographique pour un objet historique et vice versa, la géohistoire contribue à dépasser les conceptions d'un monde dont la diversité ne se traduirait que par des « civilisations » intemporelles et incompatibles entre elles.",C1
La police a déclaré avoir retrouvé le voleur de Mona Lisa.,B1
"Pour moi, tout va bien.",A2
Ce défi considérable a conduit les communautés scientifiques nationales et internationales à lancer plusieurs projets d'envergure.,C1
"Le soir, ils sont allés à un concert",A1
"Mais aucune femme n’a encore remporté la médaille Fields, l’équivalent du prix Nobel de mathématiques.",B2
Le héros est mort à la fin du film.,A2
Je suis battu.,A1
"Et comme il était, à ses débuts, utilisé sur les trottoirs, il a provoqué de nombreux accidents.",B2
"Ses cheveux, dont les deux bandes noires semblaient faites chacune d'une seule pièce, tant ils étaient lisses, étaient séparés au milieu de la tête par une fine partie qui retombait légèrement le long de la courbe du crâne ; et, laissant à peine apparaître le bout de l'oreille, ils se fondirent en arrière en un chignon abondant, avec un mouvement ondulé vers les tempes, que le médecin de campagne remarqua là pour la première fois de sa vie.",C2
Je retourne à mon vice !,A2
"Nos vignerons ont pris des gifles, ont été humiliés par les Californiens et les Chiliens et ils ont su réagir !",B2
Pourrais-tu me passer le sel?,A1
"Pour dissuader ses lycéens d'étudier les beaux-arts, l'école de cirque ou de poursuivre un diplôme en arts du spectacle, un proviseur leur racontait cette histoire : J'avais deux amis.",C1
"Depuis que je suis petite, j'ai beaucoup voyagé",B1
"Et en ce sens, il y a une sorte de chute temporelle de Jésus qui s’abaisse pour s’adapter aux concepts hébreux.",C2
Nous allons manger de la glace et des bonbons.,A1
Que faire aujourd'hui?,A1
Les nationalités non soumises à visa (liste commune établie par les pays membres) peuvent voyager sur le territoire Schengen pour une durée maximale de 3 mois.,C1
"Et pour les enfants, des ateliers pâtisserie auront lieu tous les jours tout au long de la journée.",A2
"Que les marquis se taisent sur leurs bancs, ou bien je ferai sentir à ma canne leurs rubans !",C1
