id,sentence,difficulty
4607,"Ces théories ne sont pas universellement reçues et les discussions se poursuivent jusqu'au XIXe ; c'est l'invention du microscope qui permet d'étudier l'oeuf animal ; en 1827, Baer identifie l'oeuf des mammifères : c'est un élément contenu à l'intérieur de la vésicule de Graaf ; bientôt on put en étudier la segmentation ; en 1835 furent découverts le sarcome, c'est-à-dire le protoplasme, puis la cellule ; et en 1877 fut réalisée une observation qui montrait la pénétration du spermatozoïde dans l'oeuf de l'étoile de mer ; à partir de là fut établie la symétrie des noyaux des deux gamètes ; le détail de leur fusion a été analysé pour la première fois en 1883 par un zoologiste belge.",C2
4608,"C'est le cas également de nombreuses ONG qui, dans des dizaines de pays, viennent en aide aux enfants-soldats, assurant leur protection et leur garantissant, quand c'est possible, un suivi médical et une scolarisation.",B1
4609,"J'aimerais bien continuer mes études au lycée et puis à l'université, peut-être.",B1
4610,"Elle va lutter contre les ""fake news"", ces ""fausses nouvelles"" qui troubleraient le jugement des honnêtes citoyens au point de les pousser dans les bras des affreux populistes, tels que le méchant Donald Trump ou les infâmes ""Brexiters"" d'outre-Manche.",C1
4611,J'ai deux voisins.,A1
4612,"L'invincible sommeil m'a saisi, suivi bientôt de l'atroce réveil.",B2
4613,"En Grande-Bretagne, en Suède, en Finlande ou encore en Allemagne, les établissements séparent parfois filles et garçons, dans les matières scientifiques notamment, où le sexe féminin est sous-représenté.",C1
4614,Ces nouvelles contraintes vont-elles mettre un terme au développement de la trottinette,B2
4615,Elle est très jolie.,B1
4616,"En cette grande occasion, pour accomplir ce voyage politique, le marquis remettait à son fils quatre écus, et, suivant l'usage, ne donnait rien à sa femme, qui le menait.",C1
4617,Je suis content car je ne le vois pas souvent,A2
4618,"On comprend qu'une semblable manière de composer, si différente de l'ancien procédé visible à tous les yeux; déroute souvent les critiques, et qu'ils ne découvrent pas tous les fils si minces, si secrets, presque invisibles, employés par certains artistes modernes à la place de la ficelle unique qui avait nom : l'Intrigue.",C1
4619,"Il se réveilla seulement quand il entendit un bruit étrange, et quand il ouvrit les yeux, il vit que tous les serpents étaient réveillés.",B1
4620,"Pour Descartes, cette liberté d'indifférence, bien que considérée comme ""le plus bas degré de la liberté"", témoigne en même temps d'un pur libre arbitre qui apparente l'homme à Dieu (Méditation quatrième)",C2
4621,"Alors que nombre d'auteurs de polars et de thrillers persistent à tourner ad nauseam autour de disparitions d'enfants ou de sévices infligés par des tueurs en série, une poignée d'entre eux s'efforce de combler quelques angles morts de la criminalité contemporaine.",C1
4622,Mais une jeune femme s'avança en jetant une bourse à un écuyer vert.,C1
4623,"À part ça, je fais du sport trois ou quatre fois par semaine.",A2
4624,"Waf, waf, je veux rentrer à la maison, chez Alice.",A1
4625,"Non, juste quelques minutes.",A2
4626,"Concentrés toute l'année sur les résultats scolaires de leurs enfants, les parents ne sont pas prêts à laisser le bains de mer ou de soleil délaver les tables de multiplication, les plus-que-parfait de l'indicatif et autres théorèmes de géométrie si chèrement acquis.",C2
4627,Cette maison vient d'être vendue à des Hollandais,B1
4628,Les voici en sept points.,A1
4629,J'aime courir sous la pluie.,A1
4630,Cet auteur tellement lu pour sa Grammaire impertinente propose aussi des Jeux pour lire vite.,C2
4631,Vous allez bientôt avoir une grande surprise !,A1
4632,"Malgré cela, des protestataires continuent à descendre dans les rues pour demander le départ des généraux putschistes et la libération des centaines de détenus emprisonnés ces dernières semaines.",C1
4633,"S'il y a des nuages avec de la pluie sur la carte, c'est qu'il va pleuvoir et qu'il y a des risques de tempête ou de grêle",B1
4634,"Après un trajet en bus, il est heureux de retrouver la mer",B1
4635,"Le lait collecté pour le roquefort est délimité dans un territoire d'un rayon de 100 kilomètres autour du village de Roquefort-sur-Soulzon situé dans l'Aveyron et nulle part ailleurs, sinon ce n'est plus du roquefort.",B2
4636,"Et l'abattage d'un tiers du troupeau de Yellowstone, à l'hiver 1996-1997, par les éleveurs de bétail du Montana, a meurtri les tribus indiennes.",C1
4637,"C'est la commémoration, c'est-à-dire la fête anniversaire, de la fin de la Seconde Guerre mondiale.",A2
4638,Vous êtes prêt à entrer dans cette histoire ?,A2
4639,Les grands-parents de nos enfants aiment passer du temps avec nous lors des vacances.,A1
4640,"Donner leur chance aux documentaires, les faire exister en salle, telle est la mission en temps normal de l'association Documentaire sur grand écran, créée en 1991.",C1
4641,Tu fais tes devoirs.,A1
4642,On se retrouve aujourd'hui exactement dans la situation qu'on redoutait : le gouvernement transforme les mesures pour satisfaire certains intérêts économiques.,C1
4643,"En 2015, 45% de femmes de 16 ans ou plus et résidant en France métropolitaine déclarent avoir pratiqué au moins une activité physique ou sportive dans les douze derniers mois, contre 50% d'hommes.",B2
4644,Là-bas tout le monde parle anglais,A1
4645,Cela fait partie de sa vie sociale.,A2
4646,"J'ai fait un aprèm chill, en mode lecture, chat et canapé.",C1
4647,"Éric va s'éloigner au fur à mesure d'Elsa, la mettant dans le doute, mais surtout en danger.",C1
4648,"Ensuite, nous dînerons au restaurant le soir avant de rentrer à la maison.",B1
4649,C'est justement ce que tentent de faire les associations de prévention en effectuant un travail de longue haleine.,B1
4650,"Les piscines partagées par exemple ou ce genre de chose, là je me suis dit, cet été, bof quoi.",B1
4651,Y en a beaucoup comme ça ?,A2
4652,"Considérant que leurs droits humains sont violés par les pays qui refusent de signer le protocole de Kyoto (Etats-Unis en tête), les Inuits songent à emprunter la voie juridique en invoquant la Déclaration des droits de l'homme de 1948.",C1
4653,Il a cru que nous avons eu raison.,A2
4654,Les membres sont au nombre de quatre : deux en haut et deux en bas.,B1
4655,J'ai mangé une pomme.,A1
4656,"Le curé possédait également un âne, solide, obstiné juste ce qu'il fallait, très doux, qui lui faisait toutes ses besognes.",C1
4657,"J'envoie donc mon manuscrit par la poste à quelques éditeurs qui, tous, le refusent.",B1
4658,"Attends, je le cherche.",A2
4659,"Pour la première fois, après trente-trois jours de fureur, Fabrice comprit le fin mot de tout ce qui lui arrivait.",B2
4660,"De plus, la malnutrition frappe ceux qui devraient contribuer à nourrir leurs concitoyens : ""Six cents millions de paysans pauvres, victimes de la baisse des prix dictée par la libéralisation des échanges, doivent amputer leurs réserves d'autoconsommation pour renouveler - sans y parvenir bien souvent - leur potentiel de production"".",C1
4661,Les producteurs doivent prendre en charge uniquement les déchets des appareils vendus à partir du 13 août 2005.,B2
4662,Mais le marché est loin de leur maison et ils ne peuvent pas y aller à pied.,A2
4663,Chacun a duré un an et un jour.,B1
4664,Elle est hors circuit.,B1
4665,Vous avez été une femme très admirée à l'époque.,A2
4666,Est-ce que vous avez des projets pour le Nouvel An ?,A1
4667,"J'avais contracté dans mes conversations avec la femme qui, la première, avait développé mes idées, une insurmontable aversion pour toutes les maximes communes et pour toutes les formules dogmatiques.",C2
4668,Quelle est la plus belle qualité de la femme d'Azaël ?,B1
4669,Je te téléphone à mon retour à Paris,A2
4670,La diversité linguistique n'a malheureusement pas bénéficié de la même publicité.,C1
4671,"D'autres auteurs ont exploité ce terrain comme Erik Orsenna et ses Chevaliers du subjonctif, sorti à l'automne 2004 (Le Monde de l'éducation n° 328, septembre 2004)",C2
4672,"La société française ne s'est jamais demandé comment accompagner le vieillissement inexorable de sa population, analyse Patrice Leclerc, de la Fondation de France.",B2
4673,"Nonobstant les conseils de mes professeurs, je vais arrêter mes études.",C2
4674,"Il faut prendre la mesure de ces bouleversements pour repenser les contenus scolaires, les manières de les enseigner et de les apprendre.",C2
4675,"Si je gagne suffisamment d'argent, je voyagerai en Europe tel un vagabond.",B2
4676,"Il ne viendra pas, sous prétexte qu'il est malade !",B1
4677,Une partie de l'énergie fournie pour se déplacer est transformée en chaleur.,B1
4678,"Durant les années 1990, beaucoup de gens étaient réticent à cette nouvelle fête : Les parents et les enseignants n'y voyaient qu'une fête commerciale",B2
4679,Ne m'attends pas.,A1
4680,"Mais on entendit trois coups sur la scène ; un roulement de timbales commença, les instruments de cuivre plaquèrent des accords, et le rideau, se levant, découvrit un paysage.",C1
4681,ça va comme ça ?,A1
4682,Celles-ci rampaient comme des serpents ; celles-là fendaient les airs comme des hippogriffes.,C1
4683,"En me massant, il a soulagé ma douleur.",B1
4684,"Écoutant, en effet, les cris d'allégresse qui montaient de la ville, Rieux se souvenait que cette allégresse était toujours menacée.",C1
4685,"Pour aller plus loin Si vous avez envie d'écouter d'autres histoires, je vous invite fortement à lire celles-ci .",A2
4686,"Si le député avait respecté les électeurs, il aurait démissionné.",B2
4687,"Par exemple, le matin on plante des arbres pour repeupler une forêt et l'après-midi chacun reste libre de visiter ce qu'il souhaite ou de se reposer sur une plage.",B1
4688,"Qu'ils veuillent préserver un petit secteur d'activité pour continuer d'écouler quelques produits qualifiés ""d'équitables"", on peut le comprendre.",C1
4689,Un phénomène d'autant plus inquiétant que ce n'est pas la première fois qu'il se produit,A2
4690,"À l'occasion de la manifestation, qui se déroule dans tout le pays, les organisateurs ont commandé un sondage.",B1
4691,"À ce jour, je n'ai pas encore trouvé de parade à ce virus épouvantable.",B1
4692,"Un bel organe, un imperturbable aplomb, plus de tempérament que d'intelligence et plus d'emphase que de lyrisme, achevaient de rehausser cette admirable nature de charlatan, où il y avait du coiffeur et du toréador.",C2
4693,"Il change le tempo de la Marseillaise, déplace le défilé du 14 jullet à la Bastille, et s'invite à diner dans le salon des Français",C1
4694,Ne pas le casser.,A1
4695,"Avec la peinture, faits des dessins sur le pot.",A1
4696,Elle serait partie en vacances.,B1
4697,Les cadres d'aujourd'hui quittent leur entreprise pour ouvrir des maisons d'hôtes.,C1
4698,L'origine politique du sens moderne du mot Europe est claire: on est parvenu à l'idée d'Europe à partir de la notion d'équilibre européen.,C2
4699,"Ils auraient très vite envie de partir en voyage, mais ils n'en ont pas les moyens.",B1
4700,"Le romancier, au contraire, qui prétend nous donner une image exacte de la vie, doit éviter avec soin tout enchaînement d'événements qui paraîtrait exceptionnel.",C1
4701,"Quand elles se furent aperçues de leur erreur, elles rougirent.",C1
4702,"Il poussa un long soupir de joie ; et ils causèrent presque tranquillement, avec des allures d'intimité, comme s'ils se fussent connus depuis vingt ans.",C1
